taxa,shapefile present,n occurences,date downloaded,Family,BONAP ID,Group
oreocarya_flavoculata,shape,3,Wed Jan 28 19:21:52 2015,Boraginaceae,BP013850,3
phacelia_cronquistiana,shape,3,Thu Jan 29 00:24:36 2015,Boraginaceae,BP014957,3
phacelia_geraniifolia,shape,3,Thu Jan 29 00:26:03 2015,Boraginaceae,BP014979,3
phacelia_pachyphylla,shape,3,Thu Jan 29 05:39:26 2015,Boraginaceae,BP015039,3
plagiobothrys_lithocaryus,shape,3,Thu Jan 29 00:49:50 2015,Boraginaceae,BP015699,3
cordia_dichotoma,shape,4,Thu Jan 29 05:04:36 2015,Boraginaceae,BP005008,3
hackelia_davisii,shape,4,Wed Jan 28 21:18:03 2015,Boraginaceae,BP009291,3
nama_havardii,shape,4,Thu Jan 29 04:26:37 2015,Boraginaceae,BP013320,3
nama_stenophylla,shape,4,Wed Jan 28 23:34:53 2015,Boraginaceae,BP013328,3
omphalodes_verna,shape,4,Thu Jan 29 04:27:07 2015,Boraginaceae,BP021757,3
phacelia_mammillarensis,shape,4,Thu Jan 29 00:29:26 2015,Boraginaceae,BP015025,3
phacelia_orogenes,shape,4,Thu Jan 29 05:39:24 2015,Boraginaceae,BP015038,3
phacelia_stellaris,shape,4,Thu Jan 29 00:33:12 2015,Boraginaceae,BP015078,3
plagiobothrys_strictus,shape,4,Thu Jan 29 04:29:15 2015,Boraginaceae,BP015711,3
cryptantha_incana,shape,5,Wed Jan 28 19:23:32 2015,Boraginaceae,BP005463,3
cryptantha_mariposae,shape,5,Thu Jan 29 04:19:16 2015,Boraginaceae,BP005467,3
cryptantha_thompsonii,shape,5,Wed Jan 28 19:28:09 2015,Boraginaceae,BP013857,3
eriodictyon_capitatum,shape,5,Wed Jan 28 20:22:21 2015,Boraginaceae,BP007666,3
pectocarya_peninsularis,shape,5,Thu Jan 29 00:10:41 2015,Boraginaceae,BP014391,3
phacelia_argillacea,shape,5,Thu Jan 29 00:21:01 2015,Boraginaceae,BP014925,3
phacelia_beatleyae,shape,5,Thu Jan 29 00:21:57 2015,Boraginaceae,BP014932,3
phacelia_calthifolia,shape,5,Thu Jan 29 00:22:51 2015,Boraginaceae,BP014942,3
phacelia_infundibuliformis,shape,5,Thu Jan 29 00:27:57 2015,Boraginaceae,BP015004,3
phacelia_leibergii,shape,5,Thu Jan 29 00:28:27 2015,Boraginaceae,BP015013,3
phacelia_lyonii,shape,5,Thu Jan 29 00:29:17 2015,Boraginaceae,BP015022,3
phacelia_serrata,shape,5,Thu Jan 29 00:27:10 2015,Boraginaceae,BP015073,3
cryptantha_atwoodii,shape,6,Thu Jan 29 04:18:36 2015,Boraginaceae,BP013834,3
cryptantha_crassipes,shape,6,Thu Jan 29 04:18:52 2015,Boraginaceae,BP013844,3
cryptantha_crymophila,shape,6,Wed Jan 28 19:22:05 2015,Boraginaceae,BP013846,3
cynoglossum_zeylanicum,shape,6,Wed Jan 28 19:43:51 2015,Boraginaceae,BP005815,3
phacelia_congdonii,shape,6,Thu Jan 29 04:28:33 2015,Boraginaceae,BP014949,3
phacelia_floribunda,shape,6,Thu Jan 29 00:25:38 2015,Boraginaceae,BP014974,3
phacelia_howelliana,shape,6,Thu Jan 29 00:27:18 2015,Boraginaceae,BP014994,3
phacelia_inconspicua,shape,6,Thu Jan 29 00:28:06 2015,Boraginaceae,BP015002,3
phacelia_longipes,shape,6,Thu Jan 29 00:29:02 2015,Boraginaceae,BP015019,3
phacelia_novenmillensis,shape,6,Thu Jan 29 00:20:15 2015,Boraginaceae,BP015037,3
plagiobothrys_hystriculus,shape,6,Thu Jan 29 00:49:18 2015,Boraginaceae,BP015693,3
cryptantha_mohavensis,shape,7,Wed Jan 28 19:25:13 2015,Boraginaceae,BP005473,3
phacelia_laxa,shape,7,Thu Jan 29 00:33:27 2015,Boraginaceae,BP015011,3
phacelia_marcescens,shape,7,Thu Jan 29 00:29:18 2015,Boraginaceae,BP015026,3
cryptantha_hooveri,shape,8,Thu Jan 29 04:19:11 2015,Boraginaceae,BP005462,3
cryptantha_ochroleuca,shape,8,Thu Jan 29 04:19:24 2015,Boraginaceae,BP013864,3
cryptantha_welshii,shape,8,Thu Jan 29 04:20:07 2015,Boraginaceae,BP013892,3
mertensia_umbratilis,shape,8,Wed Jan 28 23:13:51 2015,Boraginaceae,BP012723,3
phacelia_anelsonii,shape,8,Thu Jan 29 05:38:47 2015,Boraginaceae,BP014923,3
phacelia_austromontana,shape,8,Thu Jan 29 00:21:09 2015,Boraginaceae,BP014928,3
phacelia_barnebyana,shape,8,Thu Jan 29 00:21:57 2015,Boraginaceae,BP014931,3
phacelia_cookei,shape,8,Thu Jan 29 00:24:06 2015,Boraginaceae,BP014952,3
phacelia_grisea,shape,8,Thu Jan 29 00:26:40 2015,Boraginaceae,BP014988,3
phacelia_insularis,shape,8,Thu Jan 29 00:27:57 2015,Boraginaceae,BP015005,3
phacelia_platyloba,shape,8,Thu Jan 29 00:31:21 2015,Boraginaceae,BP015052,3
plagiobothrys_glaber,shape,8,Thu Jan 29 00:48:41 2015,Boraginaceae,BP015685,3
plagiobothrys_glomeratus,shape,8,Thu Jan 29 00:48:45 2015,Boraginaceae,BP015686,3
amsinckia_grandiflora,shape,9,Wed Jan 28 16:59:51 2015,Boraginaceae,BP000900,3
bourreria_baccata,shape,9,Wed Jan 28 17:52:23 2015,Boraginaceae,BP002691,3
hackelia_ibapensis,shape,9,Wed Jan 28 21:18:59 2015,Boraginaceae,BP009298,3
lithospermum_calycosum,shape,9,Wed Jan 28 22:30:05 2015,Boraginaceae,BP011607,3
mertensia_humilis,shape,9,Wed Jan 28 23:10:32 2015,Boraginaceae,BP012715,3
phacelia_exilis,shape,9,Thu Jan 29 05:39:02 2015,Boraginaceae,BP014970,3
phacelia_idahoensis,shape,9,Thu Jan 29 00:27:43 2015,Boraginaceae,BP014999,3
phacelia_mohavensis,shape,9,Thu Jan 29 00:30:04 2015,Boraginaceae,BP015029,3
phacelia_salina,shape,9,Thu Jan 29 00:32:35 2015,Boraginaceae,BP015069,3
phacelia_utahensis,shape,9,Thu Jan 29 05:39:39 2015,Boraginaceae,BP015086,3
pholisma_sonorae,shape,9,Thu Jan 29 00:21:17 2015,Boraginaceae,BP015255,3
plagiobothrys_tener,shape,9,Thu Jan 29 00:53:07 2015,Boraginaceae,BP015713,3
plagiobothrys_uncinatus,shape,9,Thu Jan 29 00:53:21 2015,Boraginaceae,BP015716,3
amsinckia_carinata,shape,10,Wed Jan 28 16:58:41 2015,Boraginaceae,BP000897,3
hackelia_brevicula,shape,10,Wed Jan 28 21:17:42 2015,Boraginaceae,BP009285,3
hackelia_venusta,shape,10,Wed Jan 28 21:20:05 2015,Boraginaceae,BP009309,3
omphalodes_aliena,shape,10,Wed Jan 28 23:46:15 2015,Boraginaceae,BP013741,3
phacelia_dalesiana,shape,10,Thu Jan 29 00:24:36 2015,Boraginaceae,BP014960,3
phacelia_mustelina,shape,10,Thu Jan 29 00:30:04 2015,Boraginaceae,BP015031,3
phacelia_perityloides,shape,10,Thu Jan 29 00:31:09 2015,Boraginaceae,BP015012,3
cryptantha_jonesiana,shape,11,Thu Jan 29 04:19:14 2015,Boraginaceae,BP013858,3
cryptantha_nemaclada,shape,11,Wed Jan 28 19:21:45 2015,Boraginaceae,BP005475,3
mertensia_campanulata,shape,11,Wed Jan 28 23:09:11 2015,Boraginaceae,BP012711,3
phacelia_formosula,shape,11,Thu Jan 29 00:25:44 2015,Boraginaceae,BP014975,3
phacelia_greenei,shape,11,Thu Jan 29 00:26:35 2015,Boraginaceae,BP014987,3
phacelia_inyoensis,shape,11,Thu Jan 29 00:27:58 2015,Boraginaceae,BP015008,3
phacelia_lyallii,shape,11,Thu Jan 29 00:20:00 2015,Boraginaceae,BP015021,3
phacelia_phacelioides,shape,11,Thu Jan 29 04:28:34 2015,Boraginaceae,BP015050,3
cryptantha_glomeriflora,shape,12,Wed Jan 28 19:23:15 2015,Boraginaceae,BP005459,3
heliotropium_glabriusculum,shape,12,Wed Jan 28 21:22:41 2015,Boraginaceae,BP009537,3
phacelia_monoensis,shape,12,Thu Jan 29 00:30:07 2015,Boraginaceae,BP015030,3
phacelia_parishii,shape,12,Thu Jan 29 00:30:49 2015,Boraginaceae,BP015042,3
phacelia_quickii,shape,12,Thu Jan 29 00:31:48 2015,Boraginaceae,BP015059,3
plagiobothrys_chorisianus,shape,12,Thu Jan 29 00:47:22 2015,Boraginaceae,BP015679,3
plagiobothrys_distantiflorus,shape,12,Thu Jan 29 00:47:54 2015,Boraginaceae,BP015682,3
eritrichium_howardii,shape,13,Wed Jan 28 17:08:57 2015,Boraginaceae,BP007934,3
heliotropium_arborescens,shape,13,Wed Jan 28 21:20:38 2015,Boraginaceae,BP009531,3
heliotropium_texanum,shape,13,Wed Jan 28 21:28:16 2015,Boraginaceae,BP009549,3
phacelia_rafaelensis,shape,13,Thu Jan 29 00:32:05 2015,Boraginaceae,BP015061,3
plagiobothrys_infectivus,shape,13,Thu Jan 29 00:49:23 2015,Boraginaceae,BP015694,3
cryptantha_barnebyi,shape,14,Wed Jan 28 19:20:46 2015,Boraginaceae,BP013836,3
mertensia_drummondii,shape,14,Wed Jan 28 23:12:59 2015,Boraginaceae,BP021735,3
phacelia_pringlei,shape,14,Thu Jan 29 04:28:26 2015,Boraginaceae,BP015054,3
phacelia_stebbinsii,shape,14,Thu Jan 29 00:33:05 2015,Boraginaceae,BP015077,3
plagiobothrys_trachycarpus,shape,14,Thu Jan 29 00:53:15 2015,Boraginaceae,BP015715,3
plagiobothrys_undulatus,shape,14,Thu Jan 29 00:53:23 2015,Boraginaceae,BP015717,3
cryptantha_dumetorum,shape,15,Thu Jan 29 04:19:00 2015,Boraginaceae,BP005453,3
echium_plantagineum,shape,15,Wed Jan 28 20:08:12 2015,Boraginaceae,BP007004,3
hackelia_hirsuta,shape,15,Wed Jan 28 21:18:36 2015,Boraginaceae,BP009296,3
hackelia_setosa,shape,15,Wed Jan 28 21:18:05 2015,Boraginaceae,BP009305,3
nama_rothrockii,shape,15,Thu Jan 29 04:26:41 2015,Boraginaceae,BP013326,3
phacelia_bakeri,shape,15,Thu Jan 29 00:21:17 2015,Boraginaceae,BP014930,3
phacelia_denticulata,shape,15,Thu Jan 29 00:24:52 2015,Boraginaceae,BP014963,3
phacelia_leonis,shape,15,Thu Jan 29 00:28:39 2015,Boraginaceae,BP015016,3
plagiobothrys_hirtus,shape,15,Thu Jan 29 00:48:52 2015,Boraginaceae,BP015689,3
cryptantha_elata,shape,16,Wed Jan 28 19:22:52 2015,Boraginaceae,BP013848,3
eriodictyon_traskiae,shape,16,Thu Jan 29 05:14:36 2015,Boraginaceae,BP007671,3
phacelia_eisenii,shape,16,Thu Jan 29 00:25:22 2015,Boraginaceae,BP014969,3
phacelia_malvifolia,shape,16,Thu Jan 29 00:29:34 2015,Boraginaceae,BP015024,3
phacelia_robusta,shape,16,Thu Jan 29 00:32:07 2015,Boraginaceae,BP015065,3
pholistoma_racemosum,shape,16,Thu Jan 29 00:29:48 2015,Boraginaceae,BP015258,3
tiquilia_gossypina,shape,16,Thu Jan 29 03:09:55 2015,Boraginaceae,BP020056,3
hackelia_sharsmithii,shape,17,Wed Jan 28 21:19:35 2015,Boraginaceae,BP009306,3
heliotropium_molle,shape,17,Wed Jan 28 21:23:56 2015,Boraginaceae,BP009540,3
phacelia_davidsonii,shape,17,Thu Jan 29 00:24:44 2015,Boraginaceae,BP014961,3
cryptantha_grahamii,shape,18,Wed Jan 28 19:23:25 2015,Boraginaceae,BP013852,3
cryptantha_weberi,shape,18,Wed Jan 28 19:28:58 2015,Boraginaceae,BP013891,3
hackelia_ciliata,shape,18,Thu Jan 29 05:19:45 2015,Boraginaceae,BP009287,3
hackelia_cinerea,shape,18,Wed Jan 28 21:17:49 2015,Boraginaceae,BP009288,3
phacelia_grandiflora,shape,18,Thu Jan 29 00:26:19 2015,Boraginaceae,BP014986,3
phacelia_parryi,shape,18,Thu Jan 29 00:30:50 2015,Boraginaceae,BP015043,3
cryptantha_capitata,shape,19,Thu Jan 29 04:18:51 2015,Boraginaceae,BP013840,3
phacelia_fimbriata,shape,19,Thu Jan 29 00:25:37 2015,Boraginaceae,BP014973,3
plagiobothrys_humistratus,shape,19,Thu Jan 29 00:49:03 2015,Boraginaceae,BP015692,3
cryptantha_palmeri,shape,20,Wed Jan 28 19:26:08 2015,Boraginaceae,BP013866,3
hackelia_bella,shape,20,Wed Jan 28 21:20:03 2015,Boraginaceae,BP009283,3
lithospermum_mirabile,shape,20,Wed Jan 28 22:33:27 2015,Boraginaceae,BP011616,3
phacelia_lemmonii,shape,20,Thu Jan 29 00:28:51 2015,Boraginaceae,BP015014,3
phacelia_minutissima,shape,20,Thu Jan 29 00:29:52 2015,Boraginaceae,BP015028,3
phacelia_peirsoniana,shape,20,Thu Jan 29 00:31:07 2015,Boraginaceae,BP015047,3
cryptantha_oxygona,shape,21,Thu Jan 29 04:19:29 2015,Boraginaceae,BP005477,3
phacelia_peckii,shape,21,Thu Jan 29 00:31:06 2015,Boraginaceae,BP015045,3
phacelia_saxicola,shape,21,Thu Jan 29 00:32:43 2015,Boraginaceae,BP015070,3
cryptantha_leiocarpa,shape,22,Wed Jan 28 19:24:18 2015,Boraginaceae,BP005466,3
cryptantha_micromeres,shape,22,Thu Jan 29 04:19:23 2015,Boraginaceae,BP010568,3
hackelia_besseyi,shape,22,Wed Jan 28 21:17:38 2015,Boraginaceae,BP009284,3
phacelia_nashiana,shape,22,Thu Jan 29 00:30:16 2015,Boraginaceae,BP015033,3
romanzoffia_tracyi,shape,22,Thu Jan 29 01:52:13 2015,Boraginaceae,BP017229,3
cryptantha_wetherillii,shape,23,Thu Jan 29 04:20:10 2015,Boraginaceae,BP013893,3
phacelia_constancei,shape,23,Thu Jan 29 00:24:08 2015,Boraginaceae,BP014951,3
phacelia_suaveolens,shape,23,Thu Jan 29 00:33:20 2015,Boraginaceae,BP015080,3
phacelia_verna,shape,23,Thu Jan 29 00:34:05 2015,Boraginaceae,BP015089,3
plagiobothrys_salsus,shape,23,Thu Jan 29 00:52:09 2015,Boraginaceae,BP015706,3
cryptantha_breviflora,shape,24,Thu Jan 29 04:18:44 2015,Boraginaceae,BP013837,3
hackelia_mundula,shape,24,Wed Jan 28 21:19:05 2015,Boraginaceae,BP009300,3
hackelia_ophiobia,shape,24,Wed Jan 28 21:19:20 2015,Boraginaceae,BP009302,3
pectocarya_linearis,shape,24,Thu Jan 29 00:10:41 2015,Boraginaceae,BP014389,3
phacelia_viscida,shape,24,Thu Jan 29 00:34:07 2015,Boraginaceae,BP015090,3
cryptantha_crinita,shape,25,Thu Jan 29 04:18:59 2015,Boraginaceae,BP005450,3
hackelia_velutina,shape,25,Wed Jan 28 21:19:52 2015,Boraginaceae,BP009308,3
phacelia_filiformis,shape,25,Thu Jan 29 05:39:02 2015,Boraginaceae,BP014972,3
phacelia_palmeri,shape,25,Thu Jan 29 00:30:50 2015,Boraginaceae,BP015041,3
antiphytum_floribundum,shape,26,Wed Jan 28 17:05:22 2015,Boraginaceae,BP001109,3
cryptantha_rollinsii,shape,26,Wed Jan 28 19:26:58 2015,Boraginaceae,BP013871,3
amsinckia_douglasiana,shape,27,Wed Jan 28 16:59:15 2015,Boraginaceae,BP000898,3
cryptantha_compacta,shape,27,Wed Jan 28 19:21:48 2015,Boraginaceae,BP013842,3
hackelia_cronquistii,shape,27,Wed Jan 28 21:18:01 2015,Boraginaceae,BP009289,3
pentaglottis_sempervirens,shape,27,Thu Jan 29 05:38:10 2015,Boraginaceae,BP014751,3
phacelia_minor,shape,27,Thu Jan 29 00:29:27 2015,Boraginaceae,BP015027,3
phacelia_mollis,shape,27,Thu Jan 29 00:25:36 2015,Boraginaceae,BP021794,3
plagiobothrys_torreyi,shape,27,Thu Jan 29 00:53:15 2015,Boraginaceae,BP015714,3
phacelia_splendens,shape,28,Thu Jan 29 00:32:57 2015,Boraginaceae,BP015076,3
cryptantha_texana,shape,29,Thu Jan 29 04:19:54 2015,Boraginaceae,BP005486,3
lithospermum_parksii,shape,29,Wed Jan 28 22:34:15 2015,Boraginaceae,BP011622,3
cryptantha_paysonii,shape,30,Thu Jan 29 04:19:32 2015,Boraginaceae,BP013868,3
eriodictyon_tomentosum,shape,30,Wed Jan 28 20:27:22 2015,Boraginaceae,BP007670,3
phacelia_vallicola,shape,30,Thu Jan 29 00:33:58 2015,Boraginaceae,BP015087,3
cryptantha_mensana,shape,31,Wed Jan 28 19:25:04 2015,Boraginaceae,BP013861,3
hackelia_amethystina,shape,31,Wed Jan 28 21:19:44 2015,Boraginaceae,BP009282,3
phacelia_adenophora,shape,31,Thu Jan 29 00:17:25 2015,Boraginaceae,BP014919,3
phacelia_leptosepala,shape,31,Thu Jan 29 00:28:43 2015,Boraginaceae,BP015017,3
lithospermum_matamorense,shape,32,Wed Jan 28 22:33:00 2015,Boraginaceae,BP011615,3
amsinckia_lunaris,shape,33,Wed Jan 28 17:00:27 2015,Boraginaceae,BP000902,3
cryptantha_paradoxa,shape,33,Thu Jan 29 04:19:31 2015,Boraginaceae,BP013867,3
cryptantha_stricta,shape,33,Thu Jan 29 04:19:49 2015,Boraginaceae,BP013881,3
heliotropium_pringlei,shape,33,Wed Jan 28 21:24:32 2015,Boraginaceae,BP009543,3
phacelia_brachyloba,shape,33,Thu Jan 29 00:22:23 2015,Boraginaceae,BP014937,3
cryptantha_tenuis,shape,34,Thu Jan 29 04:19:52 2015,Boraginaceae,BP013885,3
mertensia_cusickii,shape,34,Wed Jan 28 23:09:37 2015,Boraginaceae,BP012713,3
nama_jamaicensis,shape,34,Wed Jan 28 23:33:49 2015,Boraginaceae,BP013327,3
phacelia_glaberrima,shape,34,Thu Jan 29 00:26:11 2015,Boraginaceae,BP014981,3
phacelia_glechomifolia,shape,34,Thu Jan 29 00:26:27 2015,Boraginaceae,BP014985,3
tiquilia_mexicana,shape,34,Thu Jan 29 03:10:28 2015,Boraginaceae,BP020060,3
phacelia_glandulosa,shape,35,Thu Jan 29 00:26:21 2015,Boraginaceae,BP014984,3
phacelia_purpusii,shape,35,Thu Jan 29 00:31:58 2015,Boraginaceae,BP015057,3
pholisma_arenarium,shape,35,Thu Jan 29 00:32:20 2015,Boraginaceae,BP015254,3
plagiobothrys_reticulatus,shape,35,Thu Jan 29 00:51:53 2015,Boraginaceae,BP015681,3
cryptantha_longiflora,shape,37,Wed Jan 28 19:24:38 2015,Boraginaceae,BP013860,3
nemophila_pulchella,shape,37,Wed Jan 28 23:37:13 2015,Boraginaceae,BP013442,3
cryptantha_osterhoutii,shape,38,Thu Jan 29 04:19:26 2015,Boraginaceae,BP013865,3
nemophila_kirtleyi,shape,38,Wed Jan 28 23:36:18 2015,Boraginaceae,BP013436,3
cryptantha_oblata,shape,39,Wed Jan 28 19:25:48 2015,Boraginaceae,BP013863,3
phacelia_breweri,shape,39,Thu Jan 29 00:22:31 2015,Boraginaceae,BP014938,3
phacelia_maculata,shape,39,Thu Jan 29 00:29:11 2015,Boraginaceae,BP015023,3
phacelia_argentea,shape,40,Thu Jan 29 00:20:41 2015,Boraginaceae,BP014924,3
phacelia_cephalotes,shape,40,Thu Jan 29 00:23:06 2015,Boraginaceae,BP014945,3
phacelia_glabra,shape,40,Thu Jan 29 00:26:16 2015,Boraginaceae,BP014982,3
cryptantha_caespitosa,shape,41,Thu Jan 29 04:18:44 2015,Boraginaceae,BP013838,3
cryptantha_sobolifera,shape,41,Wed Jan 28 19:27:28 2015,Boraginaceae,BP013879,3
hackelia_hispida,shape,41,Wed Jan 28 21:18:43 2015,Boraginaceae,BP009297,3
phacelia_campanularia,shape,41,Thu Jan 29 00:23:14 2015,Boraginaceae,BP014943,3
phacelia_inundata,shape,41,Thu Jan 29 00:28:13 2015,Boraginaceae,BP015007,3
tricardia_watsonii,shape,41,Thu Jan 29 03:24:00 2015,Boraginaceae,BP020221,3
hackelia_nervosa,shape,42,Wed Jan 28 21:19:16 2015,Boraginaceae,BP009301,3
phacelia_californica,shape,42,Thu Jan 29 00:22:38 2015,Boraginaceae,BP014941,3
romanzoffia_thompsonii,shape,42,Thu Jan 29 01:51:55 2015,Boraginaceae,BP017228,3
amsinckia_vernicosa,shape,43,Wed Jan 28 17:02:34 2015,Boraginaceae,BP000907,3
myosotis_latifolia,shape,43,Wed Jan 28 23:31:32 2015,Boraginaceae,BP013209,3
tiquilia_greggii,shape,43,Thu Jan 29 03:10:18 2015,Boraginaceae,BP020057,3
cryptantha_rugulosa,shape,44,Thu Jan 29 04:19:37 2015,Boraginaceae,BP013873,3
phacelia_divaricata,shape,44,Thu Jan 29 00:24:55 2015,Boraginaceae,BP014965,3
phacelia_racemosa,shape,44,Thu Jan 29 00:32:04 2015,Boraginaceae,BP015060,3
amsinckia_eastwoodiae,shape,45,Wed Jan 28 16:59:25 2015,Boraginaceae,BP000899,3
lappula_cenchrusoides,shape,45,Wed Jan 28 22:13:24 2015,Boraginaceae,BP010959,3
mertensia_macdougalii,shape,45,Wed Jan 28 23:11:50 2015,Boraginaceae,BP012718,3
phacelia_tetramera,shape,45,Thu Jan 29 00:33:34 2015,Boraginaceae,BP015083,3
plagiobothrys_collinus,shape,45,Thu Jan 29 00:47:33 2015,Boraginaceae,BP015680,3
tournefortia_gnaphalodes,shape,45,Thu Jan 29 03:12:36 2015,Boraginaceae,BP001338,3
cryptantha_microstachys,shape,48,Thu Jan 29 04:19:22 2015,Boraginaceae,BP005470,3
phacelia_curvipes,shape,48,Thu Jan 29 00:24:27 2015,Boraginaceae,BP014959,3
phacelia_douglasii,shape,48,Thu Jan 29 00:24:03 2015,Boraginaceae,BP014966,3
plagiobothrys_shastensis,shape,48,Thu Jan 29 00:52:35 2015,Boraginaceae,BP015709,3
nemophila_phacelioides,shape,49,Wed Jan 28 23:37:08 2015,Boraginaceae,BP013441,3
phacelia_rattanii,shape,50,Thu Jan 29 04:28:42 2015,Boraginaceae,BP015064,3
hackelia_ursina,shape,51,Wed Jan 28 21:19:48 2015,Boraginaceae,BP009307,3
heliotropium_confertifolium,shape,51,Wed Jan 28 21:20:55 2015,Boraginaceae,BP009532,3
phacelia_vallis-mortae,shape,51,Thu Jan 29 00:34:01 2015,Boraginaceae,BP015088,3
plagiobothrys_austiniae,shape,51,Thu Jan 29 00:46:25 2015,Boraginaceae,BP015676,3
cryptantha_holoptera,shape,52,Thu Jan 29 04:19:09 2015,Boraginaceae,BP010566,3
heliotropium_greggii,shape,52,Wed Jan 28 21:23:10 2015,Boraginaceae,BP009538,3
phacelia_franklinii,shape,52,Thu Jan 29 00:25:59 2015,Boraginaceae,BP014976,3
phacelia_scopulina,shape,52,Thu Jan 29 00:32:39 2015,Boraginaceae,BP015071,3
cryptantha_clevelandii,shape,53,Wed Jan 28 19:21:45 2015,Boraginaceae,BP005446,3
phacelia_incana,shape,53,Thu Jan 29 00:27:51 2015,Boraginaceae,BP015001,3
phacelia_rupestris,shape,53,Thu Jan 29 00:32:27 2015,Boraginaceae,BP015067,3
tiquilia_latior,shape,54,Thu Jan 29 03:10:26 2015,Boraginaceae,BP020059,3
phacelia_strictiflora,shape,55,Thu Jan 29 00:33:13 2015,Boraginaceae,BP015079,3
nemophila_maculata,shape,56,Wed Jan 28 23:36:27 2015,Boraginaceae,BP013437,3
plagiobothrys_acanthocarpus,shape,56,Thu Jan 29 00:45:28 2015,Boraginaceae,BP015674,3
plagiobothrys_glyptocarpus,shape,56,Thu Jan 29 00:48:47 2015,Boraginaceae,BP015687,3
hackelia_cusickii,shape,58,Wed Jan 28 21:17:57 2015,Boraginaceae,BP009290,3
phacelia_patuliflora,shape,58,Thu Jan 29 00:30:54 2015,Boraginaceae,BP015044,3
cryptantha_mexicana,shape,59,Thu Jan 29 04:19:19 2015,Boraginaceae,BP005469,3
plagiobothrys_hispidus,shape,59,Thu Jan 29 00:52:35 2015,Boraginaceae,BP015691,3
plagiobothrys_mollis,shape,59,Thu Jan 29 00:49:57 2015,Boraginaceae,BP015700,3
phacelia_neglecta,shape,60,Thu Jan 29 00:30:19 2015,Boraginaceae,BP015034,3
phacelia_neomexicana,shape,61,Thu Jan 29 00:30:27 2015,Boraginaceae,BP015036,3
nama_dichotoma,shape,62,Thu Jan 29 04:26:32 2015,Boraginaceae,BP013319,3
cryptantha_kelseyana,shape,63,Thu Jan 29 04:19:15 2015,Boraginaceae,BP005465,3
mertensia_bella,shape,63,Wed Jan 28 23:08:45 2015,Boraginaceae,BP012709,3
anchusa_azurea,shape,64,Wed Jan 28 17:03:31 2015,Boraginaceae,BP000933,3
phacelia_ranunculacea,shape,64,Thu Jan 29 00:32:16 2015,Boraginaceae,BP014955,3
anchusa_arvensis,shape,65,Thu Jan 29 04:51:20 2015,Boraginaceae,BP000932,3
mertensia_viridis,shape,65,Wed Jan 28 23:16:23 2015,Boraginaceae,BP012725,3
phacelia_thermalis,shape,65,Thu Jan 29 00:33:35 2015,Boraginaceae,BP015084,3
antiphytum_heliotropioides,shape,67,Wed Jan 28 17:05:45 2015,Boraginaceae,BP001110,3
cordia_podocephala,shape,67,Wed Jan 28 19:16:46 2015,Boraginaceae,BP005012,3
cryptantha_interrupta,shape,67,Wed Jan 28 19:24:03 2015,Boraginaceae,BP013856,3
nama_stevensii,shape,67,Thu Jan 29 04:26:48 2015,Boraginaceae,BP013329,3
plagiobothrys_pringlei,shape,67,Thu Jan 29 00:51:31 2015,Boraginaceae,BP015704,3
eritrichium_splendens,shape,68,Wed Jan 28 20:30:47 2015,Boraginaceae,BP021649,3
nemophila_spatulata,shape,68,Wed Jan 28 23:37:21 2015,Boraginaceae,BP013444,3
phacelia_capitata,shape,68,Thu Jan 29 00:23:39 2015,Boraginaceae,BP014944,3
cryptantha_utahensis,shape,70,Wed Jan 28 19:28:25 2015,Boraginaceae,BP005489,3
lithospermum_viride,shape,70,Wed Jan 28 22:36:40 2015,Boraginaceae,BP011628,3
pholistoma_membranaceum,shape,70,Thu Jan 29 00:21:49 2015,Boraginaceae,BP015257,3
phacelia_bolanderi,shape,71,Thu Jan 29 00:22:13 2015,Boraginaceae,BP014935,3
phacelia_gymnoclada,shape,71,Thu Jan 29 00:26:42 2015,Boraginaceae,BP014989,3
phacelia_hydrophylloides,shape,71,Thu Jan 29 00:21:25 2015,Boraginaceae,BP014998,3
phacelia_pedicellata,shape,71,Thu Jan 29 00:31:13 2015,Boraginaceae,BP015046,3
tiquilia_hispidissima,shape,71,Thu Jan 29 03:10:19 2015,Boraginaceae,BP020058,3
amsinckia_spectabilis,shape,72,Wed Jan 28 17:01:55 2015,Boraginaceae,BP000905,3
mertensia_alpina,shape,72,Wed Jan 28 23:16:11 2015,Boraginaceae,BP012707,3
draperia_systyla,shape,73,Wed Jan 28 20:06:17 2015,Boraginaceae,BP006763,3
hackelia_californica,shape,73,Wed Jan 28 21:17:45 2015,Boraginaceae,BP009286,3
phacelia_ciliata,shape,73,Thu Jan 29 00:23:47 2015,Boraginaceae,BP014947,3
eriodictyon_crassifolium,shape,74,Wed Jan 28 20:25:00 2015,Boraginaceae,BP007667,3
cryptantha_bakeri,shape,75,Thu Jan 29 04:18:39 2015,Boraginaceae,BP013835,3
cryptantha_echinella,shape,76,Wed Jan 28 19:22:48 2015,Boraginaceae,BP005454,3
hackelia_pinetorum,shape,77,Wed Jan 28 21:19:24 2015,Boraginaceae,BP009304,3
lithospermum_californicum,shape,77,Wed Jan 28 22:36:20 2015,Boraginaceae,BP011606,3
phacelia_demissa,shape,78,Thu Jan 29 05:38:55 2015,Boraginaceae,BP014962,3
mertensia_platyphylla,shape,79,Wed Jan 28 23:13:06 2015,Boraginaceae,BP012722,3
